,title,media,date,desc
2192,Carla Zambelli e Flávio Bolsonaro lideram ranking,Exame,2020-08-19,Líder do governo na Câmara pede assinaturas para CPI da Petrobras. ESG:  Direitos dos LGBTQIA+ não são preocupação para 31% dos brasileiros.
2193,"Irmãos Efromovich têm longa história de problemas nos setores aéreo, marítimo e de energia",Valor Econômico,2020-08-19,"Nome de Germán começou a aparecer nos jornais de forma negativa no acidente  com a plataforma P-36, da Petrobras, que afundou em 2001 no campo de  Roncador."
2194,Parceria com Petrobras alavanca Microsoft no setor petrolífero,Valor Econômico,2020-08-20,A movimentação exigida pela pandemia do novo coronavírus coloca Microsoft e  Petrobras na vanguarda da computação em nuvem para exploração de petróleo.
2195,"TechnipFMC ganha contrato da Petrobras para serviços de engenharia, aquisição, construção e instalação em projetos offshore no campo de Mero 2, na Bacia de Santos",CPG Click Petroleo e Gas,2020-08-20,"A Petrobras concedeu à TechnipFMC um contrato de EPCI para Mero 2, na Bacia  de Santos, e campanha offshore está programada para começar em 2022."
2196,Entenda como são feitas as desativações das plataformas de ...,Infonet,2020-08-20,"Quando uma plataforma ou navio interrompe a exploração, a Petrobras adota  procedimentos que chamam de 'neutralização' do poço. “Esse processo envolve  o..."
2197,Bolsonaro fala em manter auxílio até fim do ano entre R$ 200 e R$ 600,Exame,2020-08-20,Petrobras (PETR4) segue na mira do governo mesmo após renúncia do CEO. PSDB  e MDB dividem palanques com Lula ou Bolsonaro em 16 estados e DF. Brasil.
2198,Frase do dia,VEJA,2020-08-20,"Após muita pressão do presidente da Câmara Arthur Lira (PP), que ameaçou  instalar uma Comissão Parlamentar de Inquérito para investigar a  Petrobras,..."
2199,MPF pede condenação de desembargadora por imputar falso crime a Marielle Franco,Diário do Poder,2020-08-20,Moro acha 'risível' PT culpar juiz e não o ladrão por prejuízo na Petrobras  ... Ministro Sachsida substitui presidente da Petrobras a pedido de  Bolsonaro.
2200,José Loreto lembra bronca de Laura Cardoso em 'Flor do Caribe': 'Fiquei uns dois meses travado com ela',Yahoo Noticias,2020-08-20,Conselho de Administração da Petrobras se reúne hoje para decidir sobre  nomeação de Paes de Andrade para a presidência. há 12 horas...
2201,"Rede Ipiranga anuncia nova gasolina Octapro, de alta octanagem",iG Carros,2020-08-20,"A gasolina sem adição de etanol segue sendo produzida pela Petrobras, que  repassa o produto para as distribuidoras, onde é feita a adição do etanol  anidro."
2202,"Banco de investimentos do BTG é mais resiliente do que parece, avalia Santander",Money Times,2020-08-20,"... Se havia dúvida de que a Petrobras (PETR4) amarrava preço do etanol nas  usinas, ... Petrobras (PETR4), dividendos e mais: Veja os destaques da  semana no..."
2203,Donos de imóveis tentam reabrir escritórios em Nova York,Money Times,2020-08-20,Alguns nova-iorquinos sugerem que uma queda nos preços dos imóveis não  seria tão ruim. Leia também: Petrobras. Empresas · Comitê da Petrobras  (PETR3;PETR4)...
2204,Petrobras se reposiciona em biocombustível,BiodieselBR.com,2020-08-21,Petrobras se reposiciona em biocombustível · Usineiros contestam. Os  produtores de biodiesel endossam a proposta da ANP e reforçam que o diesel  verde e o...
2205,"Petrobras assina venda de polo Rio Ventura, na Bahia, por US$ 94,2 milhões",Valor Investe,2020-08-21,"A Petrobras informou em comunicado que assinou hoje contrato de venda do  polo Rio Ventura, na Bahia, para a SPE Rio Ventura, subsidiária integral da  3R..."
2206,Petrobras comunica renúncia de CEO da Transpetro,Poder360,2020-08-21,A Petrobras comunicou nesta 6ª feira (21.ago.2020) a renúncia de Cristiane  Elia de Marsillac do cargo de presidente e conselheira da Transpetro.
2207,Petrobras foca pré-sal no Rio e esvazia litoral de São Paulo,Folha,2020-08-21,"Com a concentração das operações do pré-sal no Rio, a Petrobras vem  reduzindo sua estrutura no litoral paulista, que já foi visto como um foco  de expansão..."
2208,3R Petroleum compra mais oito campos da Petrobras,EPBR,2020-08-21,"A Petrobras anunciou nesta sexta que vendeu para a SPE Rio Ventura.,  subsidiária integral da 3R Petroleum e Participações, os campos terrestres  de Água..."
2209,Petrobras anuncia saída da presidente da Transpetro,O Globo,2020-08-21,"RIO - A presidente da Transpetro, subsidiária da Petrobras, Cristiane Elia  de Marsillac, renunciou ao cargo nesta sexta-feira."
2210,Petrobras está usando Azure | Notícias,Baguete,2020-08-21,"A Petrobras fez um grande avanço no uso de tecnologias da Microsoft nos  últimos meses, incluindo a nuvem Azure, Office 365 e inteligência  artificial."
2211,Acordo com a Petrobras vai render R$ 190 milhões aos cofres do ES,A Gazeta,2020-08-21,"Será bom para o governo do Estado, para a sociedade e para a Petrobras”,  destacou o governador. Divergências envolvendo a forma de cobrança de  Imposto sobre..."
2212,Brazil prosecutors accuse two people in alleged Petrobras ...,Reuters,2020-08-21,A statement released by prosecutors on Friday said that former Maersk  executive in Brazil Viggo Andersen inflated contract prices with Petrobras.
2213,Brazil's Petrobras to sell Polo Rio Ventura onshore fields to 3R ...,Reuters,2020-08-21,BRASILIA (Reuters) - Brazil's state-owned oil giant Petrobras said on  Friday it has agreed to sell its entire stake in eight onshore fields at  Polo Rio...
2214,Petrobras anuncia saída de presidente da Transpetro,Amazonas Atual,2020-08-22,Transpetro opera o sistema de transporte de petróleo e gás da estatal e foi  alvo das investigações da Operação Lava Jato (Divulgação/ Petrobras).
2215,"ESG, do despertar da relevância ao desenvolvimento no mercado: o que o investidor precisa saber hoje",InfoMoney,2020-08-22,"E sustenta a exclusão de grandes empresas da carteira, como Petrobras, Vale  e JBS, o que significa se descolar do Ibovespa, dado seu peso sobre o  índice."
2216,Famílias começam a voltar para casa após rompimento de barragem no Ceará,Congresso em Foco,2020-08-22,"Petrobras: comitê se reúne para avaliar indicação de Paes de Andrade ·  Congresso em Foco · Assista Em tour pelo Nordeste, Bolsonaro é hostilizado  no São..."
2217,"Vagas onshore para Angra dos Reis e região são oferecidas por multinacional de recrutamento e seleção no setor de petróleo e gás, neste dia 22",Click Petróleo e Gás,2020-08-22,"Petrobras concretiza venda de oito campos de petróleo por 94,2 milhões de  dólares, no estado da Bahia para SPE Rio Ventura · Muitas vagas offshore em  Rio..."
2218,"Brasil, o país da sobremesa!",Money Times,2020-08-22,Mudar a estrutura produtiva de um país no sentido de enriquecimento não é  tarefa fácil. O mercado sozinho não consegue! Leia também: Petrobras.  Empresas.
2219,Qual a diferença entre auxílio-doença e auxílio-acidente?,Jornal Contábil,2020-08-22,Presidente afirma que vai propor à Câmara CPI para investigar Petrobras ·  Chamadas · Petrobras deve anunciar novos aumentos no preço de combustíveis.
2220,"'Ainda vale a pena viver', diz Ângela Leal, extasiada após quarentena com a filha, Leandra",Folha,2020-08-22,Leandra: Uma coisa que resume bem a situação do Rival é que a gente teve o  patrocínio da Petrobras durante 19 anos. Ele foi aprovado no governo FHC e  foi...
2221,Gustavo Santos Raposo assume a presidência da Transpetro,Portos e Navios,2020-08-23,"Em nota, a subsidiária da Petrobras informa que o pedido foi por questões  pessoais. O diretor financeiro da Transpetro, Gustavo Santos Raposo,  assumiu a..."
2222,Como aplicar e garantir R$ 1 milhão,Eu Quero Investir,2020-08-23,"Radar traz Petrobras (PETR3; PETR4), CSN (CSNA3) e GPA (PCAR3) · Com Selic  a 13,25%, a poupança vale a pena? Descubra aqui · Mercados operam em baixa  com..."
2223,O que ficará pelo caminho com o possível fim da Lava-Jato em Curitiba,VEJA,2020-08-23,"MPF do Paraná anuncia a devolução de recursos da corrupção recuperados pela  Lava Jato para a Petrobras, em Curitiba - 07/12/2017 Vagner  Rosário/VEJA.com."
2224,Vazamento de óleo no mar poderão ser identificados por Drone e barco não tripulado,Money Times,2020-08-23,Gasolina e etanol têm primeira queda de preço depois de três meses de altas  · Se havia dúvida de que a Petrobras (PETR4) amarrava preço do etanol nas  usinas...
2225,Aras opina contra recurso para reverter cassação do mandato de Selma Arruda,Congresso em Foco,2020-08-23,Oposição pede acesso a troca de mensagens entre Bolsonaro e ex-presidente  da Petrobras · Congresso em Foco · Deputados pedem convocação de Anderson  Torres...
2226,Flávio Bolsonaro destinou R$442 mil a Queiroz e familiares de miliciano,Exame,2020-08-23,Flávio Bolsonaro afirma que pai não mudará política de preços da Petrobras.  Pacheco defende reajustes automáticos de salários para juízes. Brasil.
2227,ANJ e OAB criticam ameaça de Bolsonaro a repórter,Exame,2020-08-23,Petrobras (PETR4): minoritários avisam que vão recorrer se Paes de Andrade  for eleito. Mercados. Há 8 horas • 2 min de leitura...
2228,Caio Mesquita: De boas intenções o inferno está cheio,Money Times,2020-08-23,Gasolina e etanol têm primeira queda de preço depois de três meses de altas  · Se havia dúvida de que a Petrobras (PETR4) amarrava preço do etanol nas  usinas...
2229,"Investimento milionário | Nestlé irá investir R$ 763 milhões no Brasil este ano, 40% a mais no comparativo com 2019",Click Petróleo e Gás,2020-08-23,"Conselho da Petrobras fará reunião na segunda- feira, 27, para considerar  nome de novo presidente da estatal. 25 de junho de 2022 — Roberta Souza."
2230,Projeto Golfinho Rotador comemora 30 anos de trabalho de preservação em Noronha,G1,2020-08-23,"A Organização tem o apoio do Programa Petrobras Socioambiental. Segundo a  direção do Projeto Golfinho Rotador, o objetivo principal é sensibilizar  pessoas..."
2231,JBS desbanca Petrobras e se torna maior empresa do país em receita,O Globo,2020-08-24,"SÃO PAULO — A JBS, uma das maiores processadoras de carne do mundo, superou  a Petrobras em receita pela primeira vez num trimestre, segundo  levantamento da..."
2232,"Petrobras coloca à venda Alto do Rodrigues, Ubarana, a ...",EPBR,2020-08-24,"A Petrobras anunciou nesta segunda (24) que colocou à venda 26 campos  terrestres e em águas rasas, além da Refinaria Clara Camarão."
2233,Refinaria Duque de Caxias (Reduc) da Petrobras conclui sua primeira operação de cabotagem de Diesel S10,CPG Click Petroleo e Gas,2020-08-24,Escoamento do combustível por navios eleva competitividade da Petrobras na  cabotagem. A Refinaria Duque de Caxias (Reduc) tem capacidade para produzir  150...
2234,Eneva obtém autorização da ANP para atuar em carregamento de gás natural,ACritica.NET,2020-08-24,... ao terminal de Gás Natural Liquefeito (GNL) da Petrobras na Bahia. ...  para carregamento de gás no Brasil foi concedida para a Petrobras em 2014.
2235,Demissões em estatais: STF julga caso que pode ampliar dispensas,Gazeta do Povo,2020-08-24,"A maior é a da Petrobras, de R$ 19.664. Para Augusto Aras, as estatais que  concorrem com empresas privadas devem ter mais liberdade para demitir  empregados. A..."
2236,Artigo | Por que Campos e Macaé estão arrecadando menos ...,Brasil de Fato,2020-08-24,Leilão de campos de petróleo marca a perda de soberania nacional. - Foto:  Alexandre Brum/Petrobras. A Agência Nacional...
2237,Recurso de loteria poderá ser usado para câmera de ...,Câmara dos Deputados,2020-08-24,"Audiência Pública - Tema: ""Fechamento da Petrobras na Bahia e o desmonte da  Petrobras. Benes Leocádio quer dar uma maior cobertura nas áreas de risco  das..."
2238,Omega pretende ampliar portfólio de parques eólicos na Bahia e fecha contrato milionário com a francesa EDF Renewables,Click Petróleo e Gás,2020-08-24,O anúncio da compra foi dado neste domingo (23). Leia também. Refinaria  Duque de Caxias (Reduc) da Petrobras conclui sua primeira operação de  cabotagem de...
2239,STF bate martelo e Governo do Rio terá que pagar R$ 2 bi de indenização sobre desapropriação de terreno da refinaria de Manguinhos Refit,Click Petróleo e Gás,2020-08-24,Petrobras: Refinaria Duque de Caxias (Reduc) passa a utilizar água de reúso  e reduz em até 5% do consumo de água bruta da refinaria...
2240,Podemos requer prorrogação da Operação Lava Jato,Senado Federal,2020-08-24,"... (PGR) no qual solicitam a prorrogação da atuação da força-tarefa  Operação Lava Jato no Paraná, que apura a ocorrência de corrupção na  Petrobras."
2241,Petrobras inicia a venda de infraestruturas essenciais de óleo ...,EPBR,2020-08-25,"Petrobras pretende acelerar a liquidação de sua posição no Rio Grande do  Norte ... O processamento de gás de terceiro é discutido pela Petrobras com  o Cade,..."
2242,Lava-Jato apura propinas de R$ 4 milhões a diretores da Petrobras,Valor Investe,2020-08-25,"... supostas irregularidades em negociações entre empreiteiras e a  Petrobras, com suspeita de pagamento sistemático de propina a diretores da  petroleira."
2243,CVM suspende julgamento de caso sobre testes de impairment na Petrobras,InfoMoney,2020-08-25,CVM suspende julgamento de caso sobre testes de impairment na Petrobras. Um  pedido de vista da diretora Flávia Perlingeiro adiou o veredicto da  autarquia sobre...
2244,Ministro do TCU tem bens bloqueados por suspeita de ...,Consultor Jurídico,2020-08-25,"... do cartel das empreiteiras na época em que presidia a Comissão  Parlamentar Mista de Inquérito da Petrobras (CPMI), no Congresso Nacional,  em 2014."
2245,"Em cinco anos na bacia de Santos, monitoramento de praia ...",DomTotal,2020-08-25,O PMP da Bacia de Santos é o mais recente da Petrobras. As equipes dos PMPs  trabalham diariamente no resgate de animais marinhos debilitados e de  carcaças...
2246,"Petrobras é acionada por depositar de forma irregular toneladas de equipamentos e tubulações de plataformas de petróleo na Bacia de Campos, Rio de Janeiro",Click Petróleo e Gás,2020-08-25,"Denominado de “almoxarifado submarino”, Petrobras acumula sem nenhum  licenciamento ambiental na Bacia de Campos, toneladas de materiais de suas  plataformas..."
2247,Credicard ZERO: clientes poderão customizar cartão e receber parte do valor das compras de volta,Money Times,2020-08-25,Gasolina e etanol têm primeira queda de preço depois de três meses de altas  · Se havia dúvida de que a Petrobras (PETR4) amarrava preço do etanol nas  usinas...
2248,"Com venda de ativos anunciada, Petrobras poderá deixar RN ...",G1,2020-08-26,"De acordo com o Roberto Ardenghy, a Petrobras vai encerrar todas suas  operações de exploração de petróleo em terra para focar nas águas  profundas. A explicação?"
2249,JBS supera Petrobras pela primeira vez e registra maior receita trimestral do Brasil; confira o ranking,InfoMoney,2020-08-26,"De acordo com a Economatica, desde 1998 a Petrobras não perde o posto de  empresa com maior receita do País. As duas últimas vezes que..."
2250,Petrobras aprova venda total de ações na BR Distribuidora,ACritica.NET,2020-08-26,"O Conselho de Administração da Petrobras aprovou hoje (26) a proposta de  venda da integralidade de sua participação remanescente de 37,5% no capital  social..."
2251,CVM suspende julgamento que apura suposta falha da PwC em auditorias da Petrobras,InfoMoney,2020-08-26,O outro avalia se houve falha da KPMG e dois sócios ao auditar os balanços  da Petrobras de 2009 a 2011. A atuação da empresa e da PwC passam por sua  análise...
2252,Abertura do mercado de gás pode gerar 4 milhões de empregos,Amazonas Atual,2020-08-26,"A maior parte das empresas ainda tem contratos válidos com a Petrobras até  2021. A lei porá fim à exclusividade. Assim como no caso do projeto do  saneamento, o..."
2253,"ConJur - Após denúncia, ministros do TCU se solidarizam ...",Consultor Jurídico,2020-08-26,"... das empreiteiras na época em que era senador e presidia a Comissão  Parlamentar Mista de Inquérito da Petrobras (CPMI), no Congresso Nacional,  em 2014."
2254,Fugro e Petrobras assinam contrato de longo prazo para serviços de ROV no Brasil,Click Petróleo e Gás,2020-08-26,"A Fugro, em parceria com a Solstad e a Oceanpact, obteve três contratos de  longo prazo com a Petrobras para fornecer serviços de veículos operados..."
2255,TRF-4 derruba decisão de Moro e absolve ex-tesoureiro do PT,Amazonas Atual,2020-08-26,"A turma considerou ainda extinta a punibilidade do ex-diretor de serviços  da Petrobras, Renato Duque, sobre o crime de corrupção passiva nesta  investigação."
2256,Economia: Diogo Mac Cord é nomeado secretário especial de Desestatização,Correio Braziliense,2020-08-26,Conselho da Petrobras dá sinal verde para reajuste no preço do diesel ...  Petrobras anuncia gasolina e diesel mais caros a partir deste sábado (18).
2257,PE Avança: Amcham Recife lança projeto para debater inovação econômica,Folha PE,2020-08-26,"Petrobras reabre processo de venda de três refinarias. ESTATAL. Petrobras  reabre processo de venda de três refinarias, entre elas a Refinaria Abreu e  Lima."
2258,Karavan O&G e Seacrest Capital compram 27 campos da ...,EPBR,2020-08-27,"A Petrobras anunciou na noite desta quinta (27/8) que vendeu para a Karavan  SPE Cricaré, parceria entre a Karavan O&G Participações e Consultoria (51%)  e a..."
2259,Petrobras vê mercado para Transpetro em serviços para ...,EPBR,2020-08-27,A Petrobras está promovendo mudanças no modelo de negócio de downstream  para um cenário posterior a venda das refinarias e acredita que pode  transformar a...
2260,Petrobras se prepara para mercado aberto,Valor Econômico,2020-08-27,Petrobras se prepara para mercado aberto. Estatal criou este ano uma  diretoria dedicada exclusivamente à área de logística e comercialização.  Por André Ramalho...
2261,Petrobras aprovou ontem à noite (26/08) venda total de suas ações da BR Distribuidora,Click Petróleo e Gás,2020-08-27,"Petrobras vendeu 30% das ações da BR Distribuidora no ano passado. Como a  participação da estatal ficou menor que 50%, a operação significou a  privatização..."
2262,O Rio Grande do Norte precisa continuar sua marcha de ...,EPBR,2020-08-27,"A continuidade e a aceleração de vendas de campos terrestres dentro do  programa de desinvestimento da Petrobras, assim como resultantes de  outras..."
2263,TCU vê gestão temerária em compra de ações da Petrobrás pelo fundo soberano,Economia & Negócios,2020-08-27,"TCU vê gestão temerária em compra de ações da Petrobrás pelo fundo  soberano. O ex-ministro da Fazenda, Guido Mantega, o ex-secretário do  Tesouro Nacional, Arno..."
2264,"Actemium assina contrato com a Petrobras para serviços nas plataformas de petróleo offshore P-74, P-75, P- ...",Click Petróleo e Gás,2020-08-27,"Situadas no campo de Búzios, as plataformas de petróleo da Petrobras irão  contar com a construção e montagem de novos módulos offshore pela Actemium."
2265,Petrobras e DOF Subsea fecham quatro contratos no valor de US$ 110 milhões para projetos offshore no Brasil,Click Petróleo e Gás,2020-08-27,"Empresa offshore da Noruega, a DOF Subsea obtém negócios de 18 meses para  trabalhos de pesquisa e inspeção na costa brasileira para a Petrobras."
2266,180 vagas de emprego de nível fundamental e médio para contratos Petrobras offshore e onshore em Macaé e Espírito Santo,CPG Click Petroleo e Gas,2020-08-27,"A Petrobras fechou mais três contratos com a Elfe Engenharia, ... de três  novos contratos junto a Petrobrás no mês de Junho de 2020; UO-Rio lote A,..."
2267,Etanol deixará de valer a pena com a nova gasolina? Não é bem assim,UOL,2020-08-27,"Isso sem contar que, segundo a ANP e a Petrobras, os benefícios da nova  formulação são mais perceptíveis em motores modernos - especialmente os  equipados com..."
2268,FUP aprova proposta da Petrobras que dá estabilidade de emprego até 2022,Valor Econômico,2020-08-28,A Petrobras se comprometeu a não realizar demissões sem justa causa até 31  de agosto de 2022. Os empregados da estatal são contratados no regime  celetista...
2269,Petrobras aumenta preço do gás de cozinha em 5%. Distribuidoras vão repassar,Blog do Correio Braziliense,2020-08-28,"A Petrobras confirmou, nesta sexta-feira (28/08), mais um aumento no preço  médio do gás de cozinha (GLP), desta vez, de 5,0%. As distribuidoras já  avisaram que..."
2270,Petrobras concretiza venda de 27 campos de petróleo no ES para Karavan O&G e Seacrest Capital por 155 milhões de dólares,CPG Click Petroleo e Gas,2020-08-28,"A Karavan O&G, deterá 51%, enquanto a empresa Seacrest Capital, deterá os  demais 49%. A petrobras informa que o valor da venda é de US$ 155 milhões,  sendo (a)..."
2271,Petrobras planeja logística para atender mercados onde não ...,Jornal do Comércio,2020-08-28,"Estatal colocou oito refinarias à venda, entre elas a Refap, no Rio Grande  do Sul. ANDRÉ VALETIM/BANCO DE IMAGENS PETROBRAS/DIVULGAÇÃO/JC. As  discussões sobre o..."
2272,Meio ambiente perde R$ 76 milhões para a covid-19 em ...,Poder360,2020-08-28,Esse é o dinheiro que coube aos 3 Estados da parcela da multa da Petrobras  destinada para ações contra o desmatamento. Os 9 Estados da Amazônia legal  receberam...
2273,A produção de gás natural na Bacia Potiguar no período 2000 ...,EPBR,2020-08-28,"Com a priorização por parte da Petrobras pelos prolíficos reservatórios do  pré-sal, emerge uma conjuntura interessante para empresas independentes  assumirem a..."
2274,"630 empregos diretos e indiretos em nova fábrica da JBS, a empresa que superou a Petrobras em receita. Unidade em SP será inaugurada em 2021",CPG Click Petroleo e Gas,2020-08-28,"Depois de 22 anos, Petrobras perde liderança em receita para a processadora  de carnes JBS. No segundo trimestre, o frigorífico gerou R$ 67,6 bilhões  contra R$..."
2275,55% do empresariado avaliam o governo Bolsonaro como ótimo/bom,Exame,2020-08-28,"Líder do governo na Câmara pede assinaturas para CPI da Petrobras. Preço do  combustível é uma decisão da Petrobras, não do governo, diz ministro."
2276,"Bolsonaro vive seu melhor momento político, mas está perto de jogar tudo fora",Money Times,2020-08-28,"Comprar ou vender? Mercado vê riscos políticos que podem afetar ação da  Petrobras. Leia mais sobre: Economia, Eleições,..."
2277,Refinaria na Nigéria é a maior aposta de bilionário africano,Money Times,2020-08-28,Gasolina e etanol têm primeira queda de preço depois de três meses de altas  · Se havia dúvida de que a Petrobras (PETR4) amarrava preço do etanol nas  usinas...
2278,Breve história do monopólio do petróleo no Brasil: vamos vender tudo para “os gringos”?,Money Times,2020-08-29,"Petrobrás Abrir mão das refinarias contribuirá para o enfraquecimento da  Petrobras em um movimento contrário ao das companhias atuantes no setor,..."
2279,Belle Silva escolhe bolsa de R$ 15 mil para viajar entre Paris e Itália para curtir férias,Yahoo Notícias,2020-08-29,Bolsonaro diz que Petrobras pode perder mais R$30 bilhões em valor de  mercado com CPI. há um dia. Extra. Homem é acusado de decapitar ex-namorada  grávida de...
2280,Ouvimos Gregorio Duvivier sobre seu tema da vez: day trade,Exame,2020-08-29,Ibovespa fecha em forte alta com aprovação do novo presidente da Petrobras  (PETR3). Mercados. Há uma hora • 4 min de leitura...
2281,"Submarino do PROSUB, S43 Angostura construído pela ICN realizou o embarque do primeiro tubo de lançamento ...",CPG Click Petroleo e Gas,2020-08-29,Petrobras encomenda de empresa em Belo Horizonte 34 torpedos de ancoragem  para o FPSO Mero 1 · Muitas vagas abertas na construção civil para  trabalhar em...
2282,"Um ano depois, óleo deixa rastro de danos ambientais e na pesca do Nordeste",Folha,2020-08-29,"... a retirada do óleo começou a ser feita de forma coordenada por Forças  Armadas e Petrobras, além de órgãos ambientais federais, estaduais e  municipais."
2283,Top Picks: Saída da Petrobrás da BR Distribuidora é positiva ...,Portos e Navios,2020-08-30,"A saída definitiva da Petrobrás do capital da BR Distribuidora, anunciada  esta semana, é positiva para as duas companhias, segundo analistas do  mercado..."
2284,Guilherme Estrella: Não teríamos descoberto o pré-sal com a ...,Tribuna do Norte,2020-08-30,"Guilherme de Oliveira Estrella, geólogo e ex-diretor de Exploração e  Produção da Petrobras entre os anos de 2003 a 2012 é considerado um dos  grandes..."
2285,Um caminho para destravar os investimentos em infraestrutura,Congresso em Foco,2020-08-30,"CPI da Petrobras é improvável, afirma líder de frente dos caminhoneiros ·  Lucas Neiva · Ao Vivo Câmara aprova criação de fundos de projetos para  consórcios."
2286,Venda de navios encalha com Covid e regras mais rígidas,Money Times,2020-08-30,Gasolina e etanol têm primeira queda de preço depois de três meses de altas  · Se havia dúvida de que a Petrobras (PETR4) amarrava preço do etanol nas  usinas...
2287,Equinor entrega equipamentos offshore com drones e se torna a primeira do mundo na modalidade dentro da indústria de petróleo e gás,CPG Click Petroleo e Gas,2020-08-30,Pela primeira vez no Brasil Drone é utilizado na inspeção de espaço  confinado em plataforma da Petrobras · Acaba de ser construído um drone  para vigilância...
2288,Brasil espera que EUA revertam redução de cota para aço semiacabado,Exame,2020-08-30,"Nova diretoria da Petrobras pode mudar política de preços, diz Bolsonaro.  Balcão de operações no FNDE: entenda as acusações de corrupção contra  Milton..."
2289,Lojas Renner (LREN3) Anuncia a Inauguração de Novas Lojas,The Capital Advisor,2020-08-30,"O QUE LER AGORA... · Ibovespa Sobe +0,21% Após Demissão na Petrobras; PRIO3  +3,90% · Carteira Recomendada GuiaInvest Vale a Pena o Canal? (Análise) ·  Ministro diz..."
2290,Um ano de manchas de óleo no Nordeste: relembre um dos ...,O POVO,2020-08-30,"Uma investigação feita pela Petrobras e pela Marinha, porém, identificou a  mesma “assinatura” do óleo da Venezuela no petróleo que apareceu nas praias  do..."
2291,Petrobras anuncia implementação de plano home office pós pandemia para funcionários,CPG Click Petroleo e Gas,2020-08-31,O modelo permanente home office Petrobras pode ajudar na redução de custos  por meio da otimização da ocupação de prédios administrativos.
2292,"Se Refinaria for privatizada, RS pode ficar sem representação ...",Brasil de Fato,2020-08-31,"A campanha Petrobras Fica vai ser lançada no Rio Grande do Sul nesta  quinta-feira, 3 de setembro, às 19h, em audiência pública virtual  transmitida pela..."
2293,Brazil's Lower House close to vote end of Petrobras virtual ...,Reuters,2020-08-31,"Petrobras, as the producer is known, lost the monopoly in the oil and gas  sector by law more than two decades ago, but in practice kept a virtual  monopoly..."
2294,"Actemium assinou contrato com a Petrobras para a execução de serviços na Refinaria de Paulínia (Replan), em São Paulo",Click Petróleo e Gás,2020-08-31,"O prazo de execução do contrato entre a Petrobras e a Actemium é de  aproximadamente 600 dias e contará com soluções na Refinaria de Paulínia,  em São Paulo."
2295,"BTG Pactual, Petrobrás e até governo brasileiro têm recursos em paraísos fiscais",Cointelegraph,2020-08-31,"Entre as surpresas da lista de empresas e entidades brasileiras estão o  banco BTG Pactual, fundado pelo ministro da economia Paulo Guedes, a  Petrobrás e até..."
2296,"O pai do pré-sal fala sobre a Petrobras: ""Ela está provocando o povo""- CPG Click Petroleo e Gas",Click Petróleo e Gás,2020-08-31,"Em entrevista com Luis Nassif, o Pai do Pré-sal e ex- diretor da Petrobras  Guilherme Estrella fala sobre o papel central da estatal brasileira na  indústria e..."
2297,"Vital do Rêgo, ministro do TCU, torna-se réu na Lava Jato",Poder360,2020-08-31,... ele deveria evitar que os executivos da construtora OAS fossem  convocados para prestar depoimento nas comissões parlamentares de inquérito  da Petrobras.
2298,"Há exatos 4 anos, Dilma Rousseff sofria o segundo impeachment na história do país",Aventuras na História,2020-08-31,"Na época, Eduardo..."
2299,"Lucro da Afya cresce 163% no 2º trimestre e soma R$ 82,6 milhões",Money Times,2020-08-31,"Comprar ou vender? Mercado vê riscos políticos que podem afetar ação da  Petrobras. Leia mais sobre: Ações, AFYA,..."
2300,Advogado da família do pastor Anderson pede para Maia afastar Flordelis,Exame,2020-08-31,"Criminosos atacam agência da Caixa em Itajubá, interior de MG; veja vídeo.  Governistas travam assinaturas pela CPI da Petrobras, cobrada por Bolsonaro."
2301,Partidos de oposição criticam projeto da nova lei do gás ...,Câmara dos Deputados,2020-01-09,"Para o deputado Carlos Zarattini (PT-SP), o projeto é negativo porque tira  poderes da Petrobras. “O projeto não discute infraestrutura, mas tem o  único..."
2302,Câmara rejeita todas emendas e aprova nova Lei do Gás,Valor Econômico,2020-01-09,"Mas um futuro governo, que não for privatista, terá que mudar a lei para a  Petrobras voltar a atuar nessa área”, criticou. O relator do projeto,  deputado..."
2303,Câmara aprova nova Lei do Gás; texto vai ao Senado,Poder360,2020-01-09,O governo federal também estimula mudanças nas regulações do setor nos  Estados e a saída da Petrobras do segmento de destruição e transporte de  gás.
2304,Refinarias da Petrobras apresentam queda na carga global de processamento de petróleo nos últimos dias,CPG Click Petroleo e Gas,2020-01-09,"De acordo com dados do MME, a capacidade de utilização das refinarias da  Petrobras apresentou uma redução de 82% para 78,7%, valor registrado no  último domingo..."
2305,3R Petroleum pede registro para IPO e foca ativos da ...,Investing.com,2020-01-09,"Com os recursos, a companhia comprou da Petrobras campos de exploração no  Rio Grande do Norte: Macau, Aratum, Serra, Salina Cristal, Porto Carão,..."
2306,Gigantes do petróleo enfrentam o desafio da adaptação à economia verde,Exame,2020-01-09,"A Petrobrás, porém, se alinhou a companhias norte-americanas e tem  preferido focar em projetos de redução de emissão de carbono. A estatal tem  só uma usina..."
2307,Ministro do TCU Vital do Rêgo vira réu por corrupção e lavagem de dinheiro na Justiça do Paraná,O Globo,2020-01-09,Procuradores acreditam que Vital do Rêgo recebeu vantagens indevidas para  enterrar a CPMI da Petrobras no Senado Foto: Antonio Cruz / ABr.
2308,"Tem como investir em ações com pouco dinheiro, mas é mais ...",UOL Economia,2020-01-09,"Se um investidor compra ações da Petrobras a R$ 22 e decide vender quando  ela atinge R$ 30, essa cotação é a que vai valer no lote padrão. Mas no  mercado..."
